"Station Name","TORONTO"
"Province","ONTARIO"
"Latitude","43.67"
"Longitude","-79.40"
"Elevation","112.50"
"Climate Identifier","6158350"
"WMO Identifier","71266"
"TC Identifier",""

"Legend"
"B","More than one occurrence and estimated"
"E","Estimated"
"M","Missing"
"S","More than one occurrence"
"T","Trace"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"

"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1994-12","1994","12","4.2","","-1.0","","1.6","","11.0","","-13.7","","32.2","","24.4","","56.0","","0","",,"",,""
"1995-01","1995","01","1.2","","-3.7","","-1.3","","14.7","","-15.0","","115.0","","25.2","","138.4","","2","",,"",,""
"1995-02","1995","02","-2.0","","-8.7","","-5.4","","8.8","","-21.2","","9.6","","14.2","","23.0","","3","",,"",,""
"1995-03","1995","03","7.0","","-0.2","","3.4","","19.4","","-12.7","","32.2","","4.6","","37.8","","0","",,"",,""
"1995-04","1995","04","8.6","","2.1","","5.4","","17.7","","-7.9","","72.2","","3.0","","75.4","","0","",,"",,""
"1995-05","1995","05","18.3","","10.1","","14.2","","28.1","","5.5","","77.2","","0.0","","77.2","","0","",,"",,""
"1995-06","1995","06","25.0","","16.6","","20.8","","35.6","","9.8","","55.2","","0.0","","55.2","","0","",,"",,""
"1995-07","1995","07","27.0","","18.6","","22.8","","35.6","","10.2","","50.2","","0.0","","50.2","","0","",,"",,""
"1995-08","1995","08","26.8","","19.4","","23.1","","33.8","","12.7","","129.4","","0.0","","129.4","","0","",,"",,""
"1995-09","1995","09","20.0","","11.7","","15.9","","29.7","","5.9","","33.2","","0.0","","33.2","","0","",,"",,""
"1995-10","1995","10","15.2","","9.3","","12.3","","24.2","","2.6","","131.2","","0.0","","131.2","","0","",,"",,""
"1995-11","1995","11","4.9","","0.1","","2.5","","19.5","","-6.5","","108.8","","31.2","","143.0","","0","T",,"",,""
"1995-12","1995","12","-0.8","","-5.9","","-3.3","","6.7","","-15.2","","8.4","","26.4","","35.8","","6","",,"",,""
"1996-01","1996","01","-1.3","","-8.1","","-4.7","","13.4","","-18.8","","61.2","","19.0","","74.6","","2","",,"",,""
"1996-02","1996","02","-0.7","","-6.9","","-3.8","","9.8","","-18.1","","30.8","","12.8","","44.2","","0","T",,"",,""
"1996-03","1996","03","2.4","","-4.2","","-0.9","","13.9","","-15.0","","10.4","","33.6","","44.4","","0","",,"",,""
"1996-04","1996","04","9.1","","2.2","","5.7","","22.3","","-3.8","","85.2","","19.8","","106.2","","0","",,"",,""
"1996-05","1996","05","16.8","","8.7","","12.8","","28.7","","2.0","","92.4","","0.0","","92.4","","0","",,"",,""
"1996-06","1996","06","23.3","","15.2","","19.3","","31.9","","10.8","","126.2","","0.0","","126.2","","0","",,"",,""
"1996-07","1996","07","25.1","","16.6","","20.9","","30.2","","11.5","","123.2","","0.0","","123.2","","0","",,"",,""
"1996-08","1996","08","26.2","","18.1","","22.1","","30.1","","14.4","","47.4","","0.0","","47.4","","0","",,"",,""
"1996-09","1996","09","21.2","","14.4","","17.8","","28.6","","6.2","","202.4","","0.0","","202.4","","0","",,"",,""
"1996-10","1996","10","13.5","","7.7","","10.6","","23.1","","1.0","","75.8","","0.0","T","75.8","","0","",,"",,""
"1996-11","1996","11","4.8","","-0.2","","2.4","","18.4","","-7.7","","22.4","","10.0","","30.8","","0","T",,"",,""
"1996-12","1996","12","3.3","","-1.0","","1.2","","12.2","","-11.7","","81.0","","31.6","","109.6","","11","",,"",,""
"1997-01","1997","01","-0.7","","-8.4","","-4.6","","11.0","","-22.3","","20.2","","57.0","","73.8","","8","",,"",,""
"1997-02","1997","02","2.6","","-4.6","","-1.0","","11.2","","-16.1","","70.8","","32.2","","94.2","","0","",,"",,""
"1997-03","1997","03","3.5","","-2.4","","0.6","","16.4","","-9.5","","33.6","","39.6","","80.8","","2","",,"",,""
"1997-04","1997","04","11.1","","3.0","","7.1","","21.4","","-8.5","","23.4","","4.0","","27.2","","0","",,"",,""
"1997-05","1997","05","14.9","","6.9","","10.9","","21.1","","2.5","","62.4","","0.0","","62.4","","0","",,"",,""
"1997-06","1997","06","25.2","","15.9","","20.6","","32.9","","10.0","","55.8","","0.0","","55.8","","0","",,"",,""
"1997-07","1997","07","25.9","","17.2","","21.6","","32.5","","11.7","","37.8","","0.0","","37.8","","0","",,"",,""
"1997-08","1997","08","24.1","","16.2","","20.2","","31.2","","11.5","","85.4","","0.0","","85.4","","0","",,"",,""
"1997-09","1997","09","20.5","","13.2","","16.9","","27.1","","5.5","","52.8","","0.0","","52.8","","0","",,"",,""
"1997-10","1997","10","14.2","","7.4","","10.8","","25.3","","-0.1","","34.2","","1.2","","35.6","","0","",,"",,""
"1997-11","1997","11","6.3","","1.5","","3.9","","13.7","","-5.5","","40.6","","29.0","","73.8","","0","",,"",,""
"1997-12","1997","12","3.0","","-1.3","","0.8","","8.1","","-15.7","","23.2","","11.8","","34.2","","0","T",,"",,""
"1998-01","1998","01","1.9","","-3.3","","-0.7","","12.0","","-11.3","","70.6","","38.8","","106.0","","9","",,"",,""
"1998-02","1998","02","3.6","","-0.9","","1.4","","9.3","","-10.8","","46.6","","0.8","","47.8","","0","",,"",,""
"1998-03","1998","03","6.6","","0.3","","3.5","","25.7","","-12.9","","70.4","","34.0","","101.2","","0","",,"",,""
"1998-04","1998","04","13.8","","5.8","","9.8","","20.7","","0.8","","48.6","","0.0","","48.6","","0","",,"",,""
"1998-05","1998","05","22.3","","13.6","","18.0","","29.3","","8.4","","59.2","","0.0","","59.2","","0","",,"",,""
"1998-06","1998","06","24.2","","15.1","","19.6","","31.6","","6.0","","83.6","","0.0","","83.6","","0","",,"",,""
"1998-07","1998","07","26.6","","18.0","","22.3","","31.8","","13.8","","54.8","","0.0","","54.8","","0","",,"",,""
"1998-08","1998","08","26.8","","18.4","","22.7","","32.8","","12.3","","32.0","","0.0","","32.0","","0","",,"",,""
"1998-09","1998","09","23.9","","14.9","","19.4","","33.2","","7.6","","49.0","","0.0","","49.0","","0","",,"",,""
"1998-10","1998","10","15.7","","8.6","","12.2","","21.5","","3.0","","22.8","","0.0","","22.8","","0","",,"",,""
"1998-11","1998","11","8.8","","3.7","","6.3","","16.4","","-1.3","","38.6","","0.0","T","38.6","","0","",,"",,""
"1998-12","1998","12","5.5","","-0.8","","2.3","","16.8","","-16.0","","37.6","","6.0","","44.8","","0","T",,"",,""
"1999-01","1999","01","-1.4","","-7.4","","-4.4","","10.9","","-22.6","","26.2","","118.4","","130.2","","12","",,"",,""
"1999-02","1999","02","2.8","","-3.0","","-0.1","","12.2","","-15.0","","27.2","","5.0","","32.8","","0","T",,"",,""
"1999-03","1999","03","4.9","","-1.6","","1.7","","21.4","","-13.9","","4.0","","25.8","","31.0","","0","",,"",,""
"1999-04","1999","04","12.5","","5.3","","8.9","","19.1","","0.9","","39.8","","7.0","","51.0","","0","",,"",,""
"1999-05","1999","05","20.7","","12.0","","16.4","","30.3","","6.3","","47.0","","0.0","","47.0","","0","",,"",,""
"1999-06","1999","06","25.2","","16.9","","21.1","","32.0","","9.6","","64.8","","0.0","","64.8","","0","",,"",,""
"1999-07","1999","07","29.6","","19.8","","24.7","","35.2","","13.5","","35.4","","0.0","","35.4","","0","",,"",,""
"1999-08","1999","08","24.9","","16.8","","20.9","","31.7","","11.2","","77.4","","0.0","","77.4","","0","",,"",,""
"1999-09","1999","09","23.0","","15.1","","19.1","","30.4","","5.2","","100.6","","0.0","","100.6","","0","",,"",,""
"1999-10","1999","10","14.1","","7.4","","10.8","","21.3","","1.0","","64.4","","0.0","","64.4","","0","",,"",,""
"1999-11","1999","11","9.5","","4.1","","6.8","","22.5","","-4.0","","76.0","","1.2","","77.2","","0","",,"",,""
"1999-12","1999","12","3.6","","-1.6","","1.0","","13.4","","-11.0","","30.4","","3.8","","34.8","","0","",,"",,""
"2000-01","2000","01","-0.5","","-7.5","","-4.0","","12.9","","-20.9","","16.2","","20.6","","28.4","","2","",,"",,""
"2000-02","2000","02","2.1","","-3.8","","-0.8","","13.0","","-12.1","","13.4","","37.8","","47.6","","0","",,"",,""
"2000-03","2000","03","8.8","","2.0","","5.4","","21.3","","-5.4","","7.6","","11.8","","21.6","","0","",,"",,""
"2000-04","2000","04","10.9","","4.1","","7.5","","21.0","","-3.1","","75.4","","7.6","","84.2","","0","",,"",,""
"2000-05","2000","05","19.3","","11.0","","15.2","","30.4","","5.6","","135.2","","0.0","T","135.2","","0","",,"",,""
"2000-06","2000","06","23.3","","14.1","","18.7","","29.2","","9.7","","162.2","","0.0","","162.2","","0","",,"",,""
"2000-07","2000","07","24.6","","17.1","","20.9","","28.2","","12.2","","42.0","","0.0","","42.0","","0","",,"",,""
"2000-08","2000","08","25.3","","17.3","","21.3","","30.4","","9.3","","35.2","","0.0","","35.2","","0","",,"",,""
"2000-09","2000","09","20.8","","13.0","","16.9","","30.4","","2.6","","65.2","","0.0","","65.2","","0","",,"",,""
"2000-10","2000","10","15.6","","8.3","","12.0","","22.5","","1.4","S","20.0","","0.0","T","20.0","","0","",,"",,""
"2000-11","2000","11","7.3","","2.8","","5.1","","17.0","","-9.7","","53.0","","1.2","","54.2","","0","",,"",,""
"2000-12","2000","12","-2.1","","-7.7","","-4.9","","6.8","","-16.6","","11.4","","76.2","","77.8","","32","",,"",,""
"2001-01","2001","01","0.3","","-4.7","","-2.2","","5.1","","-15.8","","20.4","","15.2","","32.6","","9","",,"",,""
"2001-02","2001","02","1.2","","-4.5","","-1.7","","13.6","","-12.6","","67.4","","37.6","","105.0","","3","",,"",,""
"2001-03","2001","03","3.7","","-1.7","","1.0","","11.6","","-7.6","","16.4","","35.4","","40.4","","0","",,"",,""
"2001-04","2001","04","13.3","","5.0","","9.1","","25.6","","-1.0","","39.4","","0.0","T","39.4","","0","",,"",,""
"2001-05","2001","05","19.5","","10.9","","15.2","","30.5","","5.8","S","127.8","","0.0","","127.8","","0","",,"",,""
"2001-06","2001","06","24.9","","15.8","","20.4","","32.1","","8.9","","57.4","","0.0","","57.4","","0","",,"",,""
"2001-07","2001","07","25.7","","17.1","","21.4","","32.6","","9.7","","49.8","","0.0","","49.8","","0","",,"",,""
"2001-08","2001","08","28.4","","19.2","","23.9","","36.9","","14.7","","49.8","","0.0","","49.8","","0","",,"",,""
"2001-09","2001","09","21.8","","13.4","","17.6","","30.9","S","5.0","","68.0","","0.0","","68.0","","0","",,"",,""
"2001-10","2001","10","14.7","","8.2","","11.5","","25.8","","0.3","","118.6","","0.0","T","118.6","","0","",,"",,""
"2001-11","2001","11","11.0","","5.3","","8.2","","17.9","","0.1","","70.0","","0.0","T","70.0","","0","",,"",,""
"2001-12","2001","12","5.5","","0.8","","3.2","","17.5","","-5.9","","36.8","","10.8","","47.4","","0","",,"",,""
"2002-01","2002","01","3.2","","-1.4","","0.9","","10.8","","-7.6","","18.6","","23.0","","45.2","","1","",,"",,""
"2002-02","2002","02","3.3","","-3.6","","-0.2","","13.4","","-13.7","","30.4","","6.0","","36.4","","0","T",,"",,""
"2002-03","2002","03","5.3","","-1.9","","1.7","","18.3","","-9.8","","46.2","","15.0","","61.2","","0","",,"",,""
"2002-04","2002","04","11.8","","4.8","","8.3","","26.7","","-2.9","","94.6","","16.6","","111.2","","0","",,"",,""
"2002-05","2002","05","16.7","","7.6","","12.2","","26.9","","1.5","","94.0","","0.0","T","94.0","","0","",,"",,""
"2002-06","2002","06","24.3","","15.1","","19.7","","33.3","","9.0","S","53.8","","0.0","","53.8","","0","",,"",,""
"2002-07","2002","07","29.4","","19.6","","24.5","","35.0","","13.4","","87.0","","0.0","","87.0","","0","",,"",,""
"2002-08","2002","08","27.5","","18.4","","22.9","","34.2","","13.7","","16.0","","0.0","","16.0","","0","",,"",,""
"2002-09","2002","09","25.5","","16.2","","20.8","","33.8","","9.5","","58.6","","0.0","","58.6","","0","",,"",,""
"2002-10","2002","10","13.2","","7.3","","10.3","","29.0","","-1.0","","39.0","","0.0","","39.0","","0","",,"",,""
"2002-11","2002","11","6.9","","1.7","","4.3","","16.9","","-5.0","","54.6","","26.6","","81.2","","0","",,"",,""
"2002-12","2002","12","1.9","","-3.1","","-0.6","","8.8","","-14.6","","18.2","","13.5","","31.7","","0","",,"",,""
"2003-01","2003","01","-3.2","","-9.1","","-6.1","","5.3","","-20.1","","0.0","T","55.6","","55.6","","15","",,"",,""
"2003-02","2003","02","-2.0","","-8.2","","-5.1","","6.0","","-19.2","","27.0","","32.4","","59.4","","14","",,"",,""
"2003-03","2003","03","4.4","","-2.5","","0.9","","17.0","","-23.1","","13.8","","24.6","","38.4","","0","",,"",,""
"2003-04","2003","04","10.0","","2.3","","6.2","","25.8","","-7.5","","23.8","","9.8","","69.2","","0","",,"",,""
"2003-05","2003","05","16.6","","9.4","","13.1","","22.9","","6.1","","135.8","","0.0","","135.8","","0","",,"",,""
"2003-06","2003","06","23.2","","14.2","","18.7","","33.9","","6.8","","84.8","","0.0","","84.8","","0","",,"",,""
